"objectIdFieldName","uniqueIdField__name","uniqueIdField__isSystemMaintained","globalIdFieldName","geometryType","spatialReference__wkid","spatialReference__latestWkid","transform__originPosition","transform__scale","transform__translate","fields__name","fields__type","fields__alias","fields__sqlType","fields__length","fields__domain","fields__defaultValue","exceededTransferLimit","features__attributes__OBJECTID","features__attributes__PID","features__attributes__Prop_Addr","features__attributes__Prop_Num","features__attributes__Prop_Dir","features__attributes__PropStreet","features__attributes__Prop_Zip","features__attributes__OwnerName","features__attributes__OwnerAddr","features__attributes__OwnerCity","features__attributes__OwnerState","features__attributes__OwnerZip","features__attributes__TaxPName","features__attributes__TaxPAddres","features__attributes__TaxPCity","features__attributes__TaxPState","features__attributes__TaxPZip","features__attributes__Homestead","features__attributes__TaxExempt","features__attributes__SEV","features__attributes__Zoning_Dis","features__attributes__WARDx","features__attributes__PRECINCTx","features__attributes__TAXSTATx","features__attributes__Land_Usex","features__attributes__ECF","features__attributes__OwnerCode","features__attributes__Class","features__attributes__ParcelTxt","features__attributes__PIDdash","features__attributes__HCond2014","features__attributes__CCond2013","features__attributes__HCond2012","features__attributes__DPVACT","features__attributes__DPVNOST","features__attributes__CenTract","features__attributes__CenBlock","features__attributes__lowmod_pct","features__attributes__MP_Landuse","features__attributes__DRAFT_Zone"
"","","","","","","","","","","","","","","","","","","850","4012259045","M L KING AVE","0"," ","M L KING AVE","48503","CITY OF FLINT DCNS","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT DCNS","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-3","5","32","CITY MISC","Public","934","City Owned","CV","4012259045","40-12-259-045"," "," "," "," "," ","001400","3","0.7987","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","851","4116301038","LAPEER ST","0"," ","LAPEER ST","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","F","7"," ","COUNTY","Public","933","Land Bank Owned","CV","4116301038","41-16-301-038"," "," "," "," "," ","003100","2","0.6652","Commerce & Employment","CE"
"","","","","","","","","","","","","","","","","","","852","4635201003","5124 FLEMING RD","5124"," ","FLEMING RD","48504","PARKER, CHARLES","3120 DUPONT ST","FLINT","MI","48504","PARKER, CHARLES","3120 DUPONT ST","FLINT","MI","48504","0","0","5300","D-2","2","9","TAXABLE","Commercial","901","Privately Owned","CI","4635201003","46-35-201-003"," ","Poor"," ","Y","N","000500","3","0.5315","City Corridor","CC"
"","","","","","","","","","","","","","","","","","","853","4118106010","132 W FIRST ST","132","W","FIRST ST","48502","SMILE GREEN, LLC","132 W FIRST ST","FLINT","MI","48502","SMILE GREEN, LLC","132 W FIRST ST","FLINT","MI","48502","0","0","31900","D-4","5","33","TAXABLE","Commercial","900","Privately Owned","CI","4118106010","41-18-106-010"," ","Good"," ","N","N","002800","2","0.5954","Downtown District","DC"
"","","","","","","","","","","","","","","","","","","854","4014230046","1626 W UNIVERSITY AVE","1626","W","UNIVERSITY AVE","48504","KETTERING UNIVERSITY","1700 W UNIVERSITY AVE","FLINT","MI","48504","KETTERING UNIVERSITY","1700 W UNIVERSITY AVE","FLINT","MI","48504","0","1","0","D-3","6","39","CHARITABLE","Commercial","933","Privately Owned","CV","4014230046","40-14-230-046"," "," "," "," "," ","001500","3","0.713","University Avenue Core","UC"
"","","","","","","","","","","","","","","","","","","855","4011328024","1125 N CHEVROLET AVE","1125","N","CHEVROLET AVE","48504","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","D-2","6","36","COUNTY","Commercial","901","Land Bank Owned","CI","4011328024","40-11-328-024"," ","Good"," ","Y","N","001300","3","0.2778","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","856","4013328062","W COURT ST","0","W","COURT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","C-1","8","51","CITY MISC"," ","914","City Owned","CV","4013328062","40-13-328-062"," "," "," "," "," ","003700","3","0.45","University Avenue Core","UC"
"","","","","","","","","","","","","","","","","","","857","4022284001","HOGARTH AVE","0"," ","HOGARTH AVE","48532","MILLER ROAD ASSOCIATES","G-3100 MILLER RD","FLINT","MI","48507","MILLER ROAD ASSOCIATES","G-3100 MILLER RD","FLINT","MI","48507","0","0","2300","A-2","8"," ","TAXABLE","Commercial","934","Privately Owned","CV","4022284001","40-22-284-001"," "," "," "," "," ","003600","3","0.6711","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","858","4106429034","2411 LEWIS ST","2411"," ","LEWIS ST","48506","VANADIA, ARTHUR F JR","7196 S LINDEN RD","SWARTZ CREEK","MI","48473","VANADIA, ARTHUR F JR","7196 S LINDEN RD","SWARTZ CREEK","MI","48473","0","0","5200","D-2","5","31","TAXABLE","Commercial","903","Privately Owned","CI","4106429034","41-06-429-034"," ","Fair"," ","Y","N","002200","5","0.7118","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","859","4001126037","3307 M L KING AVE","3307"," ","M L KING AVE","48505","M L KING PROPERTY LLC","1909 RAMSAY BLVD","FLINT","MI","48503","M L KING PROPERTY LLC","1909 RAMSAY BLVD","FLINT","MI","48503","0","0","3000","D-2","3","17","TAXABLE","Commercial","901","Privately Owned","CI","4001126037","40-01-126-037"," ","Good"," ","Y","N","001000","1","0.7788","Neighborhood Center","NC"
"","","","","","","","","","","","","","","","","","","860","4011227010","813 STOCKDALE ST","813"," ","STOCKDALE ST","48504","MT HEBRON BAPTIST CHURCH","813 STOCKDALE ST","FLINT","MI","48504","MT HEBRON BAPTIST CHURCH","813 STOCKDALE ST","FLINT","MI","48504","0","1","0","D-3","5","28","CHURCH","Religious","950","Privately Owned","CI","4011227010","40-11-227-010"," ","Fair"," "," "," ","000900","5","0.6014","Neighborhood Center","NC"
"","","","","","","","","","","","","","","","","","","861","4012431012","M L KING AVE","0"," ","M L KING AVE","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-5","5","32","CITY MISC","Public","901","City Owned","CV","4012431012","40-12-431-012"," "," "," "," "," ","002800","2","0.5954","Downtown District","DE"
"","","","","","","","","","","","","","","","","","","862","4105406012","2320 N FRANKLIN AVE","2320","N","FRANKLIN AVE","48506","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","D-3","4","23","COUNTY","Public","933","Land Bank Owned","CV","4105406012","41-05-406-012"," "," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","863","4118113007","522 S SAGINAW ST","522","S","SAGINAW ST","48502","522 S SAGINAW ST INC","330 N CLINTON APT 201","CHICAGO","IL","60661","522 S SAGINAW ST INC","330 N CLINTON APT 201","CHICAGO","IL","60661","0","0","46200","D-4","5","33","TAXABLE","Commercial","900","Privately Owned","CI","4118113007","41-18-113-007"," ","Good"," ","N","N","002800","2","0.5954","Downtown District","DC"
"","","","","","","","","","","","","","","","","","","864","4014482009","2028 CORUNNA RD","2028"," ","CORUNNA RD","48503","DAVE & W INC","PO BOX 692","FLUSHING","MI","48433","DAVE & W INC","PO BOX 692","FLUSHING","MI","48433","0","0","18100","D-6","8","49","TAXABLE","Commercial","940","Privately Owned","CI","4014482009","40-14-482-009"," ","Fair"," ","N","N","003700","2","0.7012","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","865","4733304024","4115 DOUGLAS AVE","4115"," ","DOUGLAS AVE","48506","SCHAAF, CHARLES & WF CONSTANCE","7012 N CENTER RD","MOUNT MORRIS","MI","48458","SCHAAF, CHARLES & WF CONSTANCE","7012 N CENTER RD","MOUNT MORRIS","MI","48458","0","0","1200","D-6","4","20","TAXABLE","Commercial","918","Privately Owned","CI","4733304024","47-33-304-024"," "," "," "," "," ","001900","3","0.6471","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","866","4001284024","2631 N SAGINAW ST","2631","N","SAGINAW ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","D-2","3","27","COUNTY","Commercial","933","Land Bank Owned","CV","4001284024","40-01-284-024"," "," "," "," "," ","001100","1","0.7574","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","867","4014205010","2110 JOLIET ST","2110"," ","JOLIET ST","48504","WATTS, MARK A","2747 IOWA","TROY","MI","48083","WATTS, MARK A","2747 IOWA","TROY","MI","48083","0","0","4500","D-2","6","39","TAXABLE","Commercial","901","Privately Owned","CI","4014205010","40-14-205-010"," ","Fair"," ","Y","N","001600","3","0.5079","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","868","4105401035","2708 N FRANKLIN AVE","2708","N","FRANKLIN AVE","48506","FLY-IN WHEELS MC","2708 N FRANKLIN AVE","FLINT","MI","48506","FLY-IN WHEELS MC","2708 N FRANKLIN AVE","FLINT","MI","48506","0","0","2600","D-3","4","21","TAXABLE","Commercial","901","Privately Owned","CI","4105401035","41-05-401-035"," ","Fair"," ","N","N","002300","2","0.608","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","869","4105406002","2424 N FRANKLIN AVE","2424","N","FRANKLIN AVE","48506","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","D-3","4"," ","COUNTY","Commercial","933","Land Bank Owned","CV","4105406002","41-05-406-002"," "," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","870","4108229025","DAVISON RD","0"," ","DAVISON RD","48506","MICHIGAN DEPT OF TRANSPORTATION","DAVISON RD","FLINT","MI","48506","MICHIGAN DEPT OF TRANSPORTATION","DAVISON RD","FLINT","MI","48506","0","1","0","ROW","4"," ","PUBLIC SER","Public","937","State Owned","CV","4108229025","41-08-229-025"," "," "," "," "," ","002600","5","0.6667","City Corridor","CC"
"","","","","","","","","","","","","","","","","","","871","4108226010","2420 DAVISON RD","2420"," ","DAVISON RD","48506","DOLAN ASSOCIATES, LLC","PO BOX 310379","FLINT","MI","48531","DOLAN ASSOCIATES, LLC","PO BOX 310379","FLINT","MI","48531","0","0","22400","D-3","4","24","TAXABLE","Commercial","908","Privately Owned","CI","4108226010","41-08-226-010"," ","Fair"," ","Y","N","002600","5","0.6667","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","872","4130278002","4509 S SAGINAW ST","4509","S","SAGINAW ST","48507","KELLI WINDLE, LLC","2340 MEADOWLANE CT","BURTON","MI","48519","KELLI WINDLE, LLC","2340 MEADOWLANE CT","BURTON","MI","48519","0","0","24800","D-6","9","60","TAXABLE","Commercial","903","Privately Owned","CI","4130278002","41-30-278-002"," ","Good"," ","N","N","003500","1","0.5148","Commerce & Employment","CE"
"","","","","","","","","","","","","","","","","","","873","4105458028","DAVISON RD","0"," ","DAVISON RD","48506","NORD, PATRICK S","7173 NICHOLS RD","FLUSHING","MI","48433","NORD, PATRICK S","7173 NICHOLS RD","FLUSHING","MI","48433","0","0","500","D-3","4"," ","TAXABLE","Commercial","933","Privately Owned","CV","4105458028","41-05-458-028"," "," "," "," "," ","002300","1","0.6019","Green Neighborhood","GN-2"
"","","","","","","","","","","","","","","","","","","874","4105479016","N DORT HWY","0","N","DORT HWY","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","4"," ","CITY MISC","Public","000","City Owned","RV","4105479016","41-05-479-016","Vacant Lot"," "," "," "," ","002300","3","0.7","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","875","4013279021","EAST DR","0"," ","EAST DR","48503","GEN CO HABITAT FOR HUMANITY","101 BURTON ST","FLINT","MI","48503","GEN CO HABITAT FOR HUMANITY","101 BURTON ST","FLINT","MI","48503","0","1","0","C-2","5"," ","COUNTY","Residential","415","Land Bank Owned","RV","4013279021","40-13-279-021","Vacant Lot"," "," "," "," ","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","876","4636154044","W STEWART AVE","0","W","STEWART AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","1","6","CITY MISC","Public","000","City Owned","RV","4636154044","46-36-154-044","Vacant Lot"," "," "," "," ","000600","1","0.374","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","877","4108234012","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4108234012","41-08-234-012","Vacant Lot"," "," "," "," ","002600","5","0.6667","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","878","4730226058","E CARPENTER RD","0","E","CARPENTER RD","48505","FOSS AVE ECONOMIC DEVELOPMENT CORP","1159 FOSS AVE","FLINT","MI","48505","FOSS AVE ECONOMIC DEVELOPMENT CORP","1159 FOSS AVE","FLINT","MI","48505","0","1","0","ROW","3"," ","CITY STREE","Public","000","Privately Owned","RV","4730226058","47-30-226-058","Vacant Lot"," "," "," "," ","001700","2","0.8808","Neighborhood Center","NC"
"","","","","","","","","","","","","","","","","","","879","4105253001","N FRANKLIN AVE","0","N","FRANKLIN AVE","48506","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","D-3","4"," ","CITY MISC","Public","000","City Owned","RV","4105253001","41-05-253-001","Vacant Lot"," "," "," "," ","002300","2","0.608","Green Neighborhood","GN-1"
"","","","","","","","","","","","","","","","","","","880","4025231027","CRAWFORD ST","0"," ","CRAWFORD ST","48507","STATE OF MICHIGAN","CRAWFORD ST","FLINT","MI","48507","STATE OF MICHIGAN","CRAWFORD ST","FLINT","MI","48507","0","1","0","A-2","8"," ","STATE TAX","Public","575","State Owned","RV","4025231027","40-25-231-027","Vacant Lot"," "," "," "," ","013500","3","0.6692","Green Neighborhood","GN-2"
"","","","","","","","","","","","","","","","","","","881","4118357015","ANN ARBOR ST","0"," ","ANN ARBOR ST","48503","WYKES, JUANITA B TRUST","PO BOX 26","GAINES","MI","48436","WYKES, JUANITA B TRUST","PO BOX 26","GAINES","MI","48436","0","0","100","C-1","9"," ","TAXABLE","Residential","415","Privately Owned","RV","4118357015","41-18-357-015","Vacant Lot"," "," "," "," ","002800","3","0.7881","Green Neighborhood","GN-2"
"","","","","","","","","","","","","","","","","","","882","4635381021","BROWNELL BLVD","0"," ","BROWNELL BLVD","48504","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","2","10","COUNTY","Public","183","Land Bank Owned","RV","4635381021","46-35-381-021","Vacant Lot"," "," "," "," ","000700","4","0.665","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","883","4001203010","E MC CLELLAN ST","0","E","MC CLELLAN ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","B","3","17","COUNTY","Residential","220","Land Bank Owned","RV","4001203010","40-01-203-010","Vacant Lot"," "," "," "," ","001100","2","0.7768","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","884","4104277098","MARYLAND AVE","0"," ","MARYLAND AVE","48506","CITY OF FLINT DCNS","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT DCNS","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","A-2","4"," ","CITY MISC","Public","250","City Owned","RV","4104277098","41-04-277-098","Vacant Lot"," "," "," "," ","002700","2","0.4894","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","885","4013279018","EAST DR","0"," ","EAST DR","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","C-2","5"," ","COUNTY","Residential","415","Land Bank Owned","RV","4013279018","40-13-279-018","Vacant Lot"," "," "," "," ","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","886","4001461009","OREN AVE","0"," ","OREN AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","B","5"," ","CITY MISC","Public","000","City Owned","RV","4001461009","40-01-461-009","Vacant Lot"," "," "," "," ","001100","4","0.7849","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","887","4635381028","BROWNELL BLVD","0"," ","BROWNELL BLVD","48504","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","2","10","COUNTY","Public","183","Land Bank Owned","RV","4635381028","46-35-381-028","Vacant Lot"," "," "," "," ","000700","4","0.665","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","888","4118252019","LAPEER ST","0"," ","LAPEER ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","7"," ","CITY MISC","Public","000","City Owned","RV","4118252019","41-18-252-019","Vacant Lot"," "," "," "," ","002900","2","0.6596","Community Open Space and*","OS"
"","","","","","","","","","","","","","","","","","","889","4013279014","WEST DRIVE","0"," ","WEST DRIVE","48503","DAVIS FAMILY TRUST","402 W SECOND ST","FLINT","MI","48502","DAVIS FAMILY TRUST","402 W SECOND ST","FLINT","MI","48502","0","0","100","C-2","5"," ","TAXABLE","Residential","415","Privately Owned","RV","4013279014","40-13-279-014","Vacant Lot"," "," "," "," ","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","890","4013279011","WEST DRIVE","0"," ","WEST DRIVE","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","C-2","5"," ","COUNTY","Residential","415","Land Bank Owned","RV","4013279011","40-13-279-011","Vacant Lot"," "," "," "," ","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","891","4636129043","W BALTIMORE BLVD","0","W","BALTIMORE BLVD","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","1","6","COUNTY","Public","170","Land Bank Owned","RV","4636129043","46-36-129-043","Vacant Lot"," "," "," "," ","000600","2","0.7872","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","892","4732457007","N DORT HWY","0","N","DORT HWY","48506","MICH DEPT OF TRANS","PO BOX 30050","LANSING","MI","48909","MICH DEPT OF TRANS","PO BOX 30050","LANSING","MI","48909","0","1","0","ROW","4","21","STATE ROAD","Public","000","Privately Owned","RV","4732457007","47-32-457-007","Vacant Lot"," "," "," "," ","002400","1","0.8419","Commerce & Employment","CE"
"","","","","","","","","","","","","","","","","","","893","4013279017","EAST DR","0"," ","EAST DR","48503","WHITE, DAVID C","500 S GRAND TRAVERSE","FLINT","MI","48502","WHITE, DAVID C","500 S GRAND TRAVERSE","FLINT","MI","48502","0","0","100","C-2","5"," ","TAXABLE","Residential","415","Privately Owned","RV","4013279017","40-13-279-017","Vacant Lot"," "," "," "," ","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","894","4635381020","BROWNELL BLVD","0"," ","BROWNELL BLVD","48504","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","2","10","COUNTY","Public","183","Land Bank Owned","RV","4635381020","46-35-381-020","Vacant Lot"," "," "," "," ","000700","4","0.665","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","895","4014482010","CORUNNA RD","0"," ","CORUNNA RD","48503","MICHIGAN DEPT OF TRANSPORTATION","55 MORLEY DR","SAGINAW","MI","48601","MICHIGAN DEPT OF TRANSPORTATION","55 MORLEY DR","SAGINAW","MI","48601","0","1","0","C-1","8"," ","STATE ROAD","Public","000","State Owned","RV","4014482010","40-14-482-010","Vacant Lot"," "," "," "," ","003700","2","0.7012","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","896","4733105018","PLAINFIELD AVE","0"," ","PLAINFIELD AVE","48506","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","4","20","COUNTY","Public","155","Land Bank Owned","RV","4733105018","47-33-105-018","Vacant Lot"," "," "," "," ","001900","3","0.6471","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","897","4731427001","E STEWART AVE","0","E","STEWART AVE","48505","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","1","0","ROW","3"," ","CITY MISC","Public","000","City Owned","RV","4731427001","47-31-427-001","Vacant Lot"," "," "," "," ","980100","1","0","Commerce & Employment","CE"
"","","","","","","","","","","","","","","","","","","898","4636130048","W THACKERY AVE","0","W","THACKERY AVE","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","1","6","COUNTY","Public","165","Land Bank Owned","RV","4636130048","46-36-130-048","Vacant Lot"," "," "," "," ","000600","2","0.7872","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","899","4012208004","1424 GARLAND ST","1424"," ","GARLAND ST","48503","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","0","0","B","5","28","TAXABLE","Residential","331","Land Bank Owned","RI","4012208004","40-12-208-004","Good"," ","Good","Y","N","001400","2","0.7848","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","900","4118303011","612 CARRILL CT","612"," ","CARRILL CT","48503","SCHAFFER, DAVID","2167 ELMS RD","SWARTZ CREEK","MI","48473","SCHAFFER, DAVID","2167 ELMS RD","SWARTZ CREEK","MI","48473","0","0","4200","C-1","8","52","TAXABLE","Residential","415","Privately Owned","RI","4118303011","41-18-303-011","Good"," ","Fair","Y","N","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","901","4012277028","ROOT ST","0"," ","ROOT ST","48503","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","CITY OF FLINT","1101 S SAGINAW ST","FLINT","MI","48502","0","0","0","C-1","5"," ","TAXABLE","Residential","335","City Owned","RV","4012277028","40-12-277-028","Vacant Lot"," "," "," "," ","001400","3","0.7987","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","902","4106478031","2111 LYMAN ST","2111"," ","LYMAN ST","48506","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","C-1","5","31","COUNTY","Public","275","Land Bank Owned","RV","4106478031","41-06-478-031","Vacant Lot"," "," "," "," ","002200","5","0.7118","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","903","4106431023","1209 MABEL AVE","1209"," ","MABEL AVE","48506","GENESEE COUNTY TREASURER","1101 BEACH ST","FLINT","MI","48502","GENESEE COUNTY TREASURER","1101 BEACH ST","FLINT","MI","48502","0","0","0","C-1","5","31","TAXABLE","Residential","275","County Owned","RV","4106431023","41-06-431-023","Vacant Lot"," "," "," "," ","002200","5","0.7118","Green Innovation","GI"
"","","","","","","","","","","","","","","","","","","904","4118307008","1017 OAK ST","1017"," ","OAK ST","48503","MCCARLEY, WILLIAM A ET AL","5022 FENTON RD","FLINT","MI","48507","MCCARLEY, WILLIAM A ET AL","5022 FENTON RD","FLINT","MI","48507","0","0","3700","C-1","5","33","TAXABLE","Residential","415","Privately Owned","RI","4118307008","41-18-307-008","Poor"," ","Poor","N","N","002800","3","0.7881","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","905","4108239014","N DORT HWY","0","N","DORT HWY","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","STATE OF MICHIGAN","N DORT HWY","FLINT","MI","48506","0","1","0","ROW","4"," ","STATE ROAD","Public","000","State Owned","RV","4108239014","41-08-239-014","Vacant Lot"," "," "," "," ","002600","5","0.6667","Mixed Residential","MR-1"
"","","","","","","","","","","","","","","","","","","906","4626203025","ORANGE LN","0"," ","ORANGE LN","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","A-2","1","1","COUNTY","Public","105","Land Bank Owned","RV","4626203025","46-26-203-025","Vacant Lot"," "," "," "," ","000100","2","0.3517","Traditional Neighborhood","TN-2"
"","","","","","","","","","","","","","","","","","","907","4106484046","DAVISON RD","0"," ","DAVISON RD","48506","MICHIGAN DEPT OF TRANSPORTATION","DAVISON RD","FLINT","MI","48506","MICHIGAN DEPT OF TRANSPORTATION","DAVISON RD","FLINT","MI","48506","0","1","0","ROW","5"," ","STATE ROAD","Public","000","State Owned","RV","4106484046","41-06-484-046","Vacant Lot"," "," "," "," ","002200","5","0.7118"," ","GI"
"","","","","","","","","","","","","","","","","","","908","4001402008","E DAYTON ST","0","E","DAYTON ST","48505","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","GENESEE COUNTY LAND BANK","452 S SAGINAW ST 2ND FLR","FLINT","MI","48502","0","1","0","B","5"," ","COUNTY","Residential","220","Land Bank Owned","RV","4001402008","40-01-402-008","Vacant Lot"," "," "," "," ","001100","3","0.6522","Green Neighborhood","GN-1"
